job_id,company_name,industry,job_title,skills_required,experience_level,employment_type,location,salary_range_usd,posted_date,company_size,tools_preferred,min_salary,max_salary,avg_salary
1199,"Miller, Gonzalez and Kelly",Retail,Data Scientist,"Reinforcement Learning, Flask, C++, Azure, Hugging Face, Python",Senior,Remote,"Kellyborough, PA",107193-148881,2023-10-26,Startup,Scikit-learn,107193.0,148881.0,128037.0
1200,Marquez and Sons,Education,Data Scientist,"TensorFlow, Scikit-learn, NumPy, C++, Hugging Face",Entry,Contract,"Pooleview, NL",101110-159072,2025-03-31,Large,"FastAPI, MLflow, PyTorch",101110.0,159072.0,130091.0
1201,"Anderson, Lucas and Clements",Retail,Quant Researcher,"SQL, AWS, TensorFlow",Entry,Full-time,"West Bethanyshire, HU",136800-229914,2024-09-21,Mid,PyTorch,136800.0,229914.0,183357.0
1202,Williams LLC,Tech,ML Engineer,"Hugging Face, Pandas, SQL",Mid,Internship,"East Nicholeberg, DE",124475-186998,2025-03-25,Startup,"MLflow, PyTorch, BigQuery",124475.0,186998.0,155736.5
1203,Braun Inc,Tech,Data Scientist,"NumPy, TensorFlow, Pandas, CUDA",Senior,Internship,"Brooksbury, GE",132410-187652,2024-08-08,Large,BigQuery,132410.0,187652.0,160031.0
1204,"Williams, Carter and Wilson",E-commerce,NLP Engineer,"C++, Pandas, Keras, Excel",Mid,Full-time,"Juliemouth, TR",112490-177711,2023-11-06,Startup,"MLflow, KDB+, Scikit-learn",112490.0,177711.0,145100.5
1205,Howard-Farrell,Retail,Quant Researcher,"Scikit-learn, Excel, Flask",Entry,Internship,"Fishershire, CN",87425-138303,2025-07-11,Mid,FastAPI,87425.0,138303.0,112864.0
1206,Richards-Adams,Finance,Quant Researcher,"FastAPI, C++, NumPy, Flask",Entry,Contract,"Lake Kathleenville, AZ",67422-166675,2024-08-17,Large,"MLflow, LangChain",67422.0,166675.0,117048.5
1207,Olson Group,Automotive,Data Scientist,"SQL, Pandas, Flask",Senior,Remote,"East Nicole, GA",60629-128509,2025-01-25,Mid,"FastAPI, MLflow, BigQuery",60629.0,128509.0,94569.0
1208,Montgomery-Castro,Automotive,Data Analyst,"MLflow, Keras, C++, Reinforcement Learning",Mid,Internship,"South Michelebury, AO",141368-183538,2023-10-05,Startup,"LangChain, FastAPI",141368.0,183538.0,162453.0
1209,Cannon Group,E-commerce,AI Researcher,"Hugging Face, Flask, Pandas, SQL, TensorFlow",Entry,Remote,"Port Andrew, AF",125075-152579,2024-10-03,Startup,"FastAPI, MLflow, LangChain",125075.0,152579.0,138827.0
1210,Green-Freeman,Education,Data Scientist,"GCP, LangChain, Scikit-learn, NumPy, Pandas",Mid,Full-time,"East Edwardtown, ME",140375-183044,2024-01-11,Mid,"FastAPI, TensorFlow, MLflow",140375.0,183044.0,161709.5
1211,"Sullivan, Spencer and Holland",Finance,Quant Researcher,"FastAPI, TensorFlow, Hugging Face, SQL, Azure, Reinforcement Learning",Entry,Internship,"Thomasfurt, VA",58608-145805,2023-09-28,Startup,"Scikit-learn, MLflow, FastAPI",58608.0,145805.0,102206.5
1212,Barrett-Smith,Automotive,ML Engineer,"SQL, R, AWS",Mid,Internship,"Jessicachester, MW",51771-68566,2025-01-01,Mid,"MLflow, BigQuery, FastAPI",51771.0,68566.0,60168.5
1213,Vargas-Rodriguez,Automotive,Data Analyst,"AWS, C++, Hugging Face, Azure, TensorFlow, MLflow",Senior,Internship,"Debraton, GT",87515-163452,2024-06-20,Startup,"KDB+, BigQuery",87515.0,163452.0,125483.5
1214,Gaines-Vance,Healthcare,NLP Engineer,"TensorFlow, MLflow, CUDA",Entry,Remote,"Cervantesmouth, FM",140185-236787,2025-09-10,Large,"MLflow, TensorFlow, FastAPI",140185.0,236787.0,188486.0
1215,"Brown, Fox and Stokes",Healthcare,AI Product Manager,"Flask, CUDA, Hugging Face, MLflow, FastAPI",Mid,Internship,"Marcmouth, CN",52829-97624,2025-08-13,Mid,LangChain,52829.0,97624.0,75226.5
1216,Sparks-Garrison,E-commerce,Data Analyst,"FastAPI, GCP, C++",Entry,Internship,"New Andreastad, RO",132513-230452,2024-07-12,Mid,"FastAPI, LangChain",132513.0,230452.0,181482.5
1217,"Payne, Swanson and Silva",Automotive,AI Researcher,"TensorFlow, Power BI, Scikit-learn, Excel",Entry,Remote,"North Jamesside, YE",84716-150208,2024-12-22,Mid,"FastAPI, PyTorch",84716.0,150208.0,117462.0
1218,Vargas-Edwards,Tech,Data Analyst,"Power BI, GCP, Scikit-learn",Entry,Internship,"Adamtown, CH",57691-76940,2025-01-08,Large,"KDB+, LangChain",57691.0,76940.0,67315.5
1219,Huynh PLC,Retail,AI Researcher,"R, Keras, Azure, AWS, NumPy, GCP",Entry,Internship,"West Christopher, QA",124533-208279,2024-12-15,Mid,"LangChain, BigQuery, Scikit-learn",124533.0,208279.0,166406.0
1220,"Griffith, Ruiz and Jones",Healthcare,AI Product Manager,"SQL, FastAPI, CUDA, GCP, LangChain, Scikit-learn",Entry,Internship,"West Christina, BW",91133-152395,2024-04-14,Startup,TensorFlow,91133.0,152395.0,121764.0
1221,Flowers Group,Healthcare,Computer Vision Engineer,"NumPy, R, CUDA, MLflow, Azure, PyTorch",Mid,Full-time,"New Robin, NR",45671-90178,2023-10-03,Mid,"BigQuery, KDB+",45671.0,90178.0,67924.5
1222,Deleon PLC,Finance,ML Engineer,"Power BI, Keras, TensorFlow",Senior,Contract,"North Brendaview, SE",82804-138709,2023-11-17,Mid,"LangChain, Scikit-learn",82804.0,138709.0,110756.5
1223,Mcintosh-Mitchell,Tech,ML Engineer,"Keras, Power BI, TensorFlow, Excel, SQL, LangChain",Entry,Internship,"North John, YE",91610-132764,2024-07-28,Mid,"MLflow, Scikit-learn, FastAPI",91610.0,132764.0,112187.0
1224,Davies-Valentine,Finance,Quant Researcher,"AWS, GCP, Keras, SQL, Pandas, Python",Entry,Full-time,"Dixontown, BY",68574-108118,2024-08-29,Large,"PyTorch, Scikit-learn",68574.0,108118.0,88346.0
1225,Collins Group,Retail,NLP Engineer,"Azure, PyTorch, LangChain",Entry,Internship,"Brandonville, FR",124562-213852,2024-01-07,Mid,"LangChain, MLflow",124562.0,213852.0,169207.0
1226,Fields-Ramirez,Education,AI Researcher,"Hugging Face, LangChain, R, Python, SQL, TensorFlow",Mid,Internship,"East Alexandratown, BT",86589-178866,2024-03-16,Large,BigQuery,86589.0,178866.0,132727.5
1227,"Christensen, Heath and Lopez",Education,Quant Researcher,"SQL, Scikit-learn, GCP",Mid,Remote,"Mcdonaldview, TT",93501-130789,2024-03-07,Startup,"LangChain, BigQuery, MLflow",93501.0,130789.0,112145.0
1228,Cross-Randall,E-commerce,Data Analyst,"Hugging Face, R, TensorFlow",Entry,Contract,"Brianshire, KE",57590-85895,2024-12-09,Large,"TensorFlow, LangChain",57590.0,85895.0,71742.5
1229,Brewer-Bruce,Finance,Quant Researcher,"TensorFlow, Hugging Face, CUDA, PyTorch",Entry,Contract,"New Donnaville, AG",142708-157155,2024-06-28,Mid,"BigQuery, MLflow, FastAPI",142708.0,157155.0,149931.5
1230,"Henderson, Owens and Jones",Finance,AI Product Manager,"FastAPI, Python, MLflow, R, TensorFlow",Mid,Internship,"Sullivanborough, TH",140520-166869,2024-03-11,Startup,"Scikit-learn, LangChain",140520.0,166869.0,153694.5
1231,Lee-Davis,Tech,AI Product Manager,"Excel, Pandas, Power BI, NumPy, Reinforcement Learning, C++",Senior,Internship,"Gonzalesland, UZ",93505-152567,2024-03-25,Startup,Scikit-learn,93505.0,152567.0,123036.0
1232,Watson-Fernandez,Healthcare,Data Scientist,"Flask, Python, C++, Azure",Entry,Full-time,"Mosesland, FJ",137712-152412,2024-06-17,Startup,"FastAPI, Scikit-learn",137712.0,152412.0,145062.0
1233,"Benjamin, Jordan and Larsen",Education,AI Product Manager,"Scikit-learn, MLflow, Keras, Hugging Face",Senior,Full-time,"New Angelton, SM",100873-150041,2024-04-16,Mid,"PyTorch, FastAPI",100873.0,150041.0,125457.0
1234,Moore LLC,Finance,Data Scientist,"R, NumPy, Hugging Face, TensorFlow",Senior,Internship,"Willischester, ET",86191-119779,2024-10-06,Startup,KDB+,86191.0,119779.0,102985.0
1235,"Wilson, Roberts and Frank",E-commerce,Data Scientist,"PyTorch, Azure, Flask, SQL, Power BI, TensorFlow",Entry,Full-time,"Port Amy, FJ",107174-166157,2023-12-15,Large,"Scikit-learn, LangChain",107174.0,166157.0,136665.5
1236,"Hernandez, Long and Hutchinson",E-commerce,AI Product Manager,"GCP, C++, R, Pandas",Senior,Remote,"Hayesport, CH",133743-163382,2025-06-14,Startup,"MLflow, KDB+, LangChain",133743.0,163382.0,148562.5
1237,"Huffman, Larson and Bryant",Healthcare,NLP Engineer,"NumPy, C++, Python",Entry,Contract,"South Devinburgh, GM",44626-114268,2025-09-07,Startup,"BigQuery, KDB+",44626.0,114268.0,79447.0
1238,"Perry, Ford and Watson",Finance,Quant Researcher,"Python, Excel, Scikit-learn, TensorFlow, R",Mid,Remote,"Leeville, IR",42058-140636,2024-06-06,Startup,"LangChain, BigQuery, FastAPI",42058.0,140636.0,91347.0
1239,Coffey Ltd,E-commerce,AI Researcher,"LangChain, GCP, NumPy",Entry,Full-time,"Port Aprilhaven, MD",83416-151596,2025-07-03,Large,"PyTorch, LangChain",83416.0,151596.0,117506.0
1240,Lewis-Suarez,Education,AI Researcher,"Power BI, Pandas, Python, Keras, NumPy, Scikit-learn",Mid,Full-time,"New Brandonfurt, TJ",136005-149348,2023-10-29,Large,PyTorch,136005.0,149348.0,142676.5
1241,Dominguez Ltd,Education,NLP Engineer,"Flask, Pandas, Power BI, Scikit-learn, R",Senior,Contract,"Gillbury, LR",142696-209766,2025-01-31,Mid,"PyTorch, MLflow",142696.0,209766.0,176231.0
1242,Bennett-Peck,Finance,AI Researcher,"PyTorch, Hugging Face, GCP, Keras, TensorFlow, AWS",Mid,Remote,"Port Ernest, PY",57791-105397,2023-09-23,Large,Scikit-learn,57791.0,105397.0,81594.0
1243,Jones and Sons,Finance,AI Researcher,"Azure, LangChain, Flask",Mid,Contract,"New Loriberg, OM",117104-212155,2024-03-05,Large,LangChain,117104.0,212155.0,164629.5
1244,Benton-Dunn,Retail,Data Scientist,"AWS, GCP, PyTorch, Keras, TensorFlow",Entry,Full-time,"Justinmouth, BF",81222-98058,2024-01-17,Startup,"Scikit-learn, MLflow, KDB+",81222.0,98058.0,89640.0
1245,Martin and Sons,Automotive,Data Analyst,"Azure, Keras, R, Scikit-learn, TensorFlow, PyTorch",Senior,Contract,"South Lauraport, MC",136657-216930,2025-02-20,Large,"PyTorch, KDB+",136657.0,216930.0,176793.5
1246,"Washington, Allen and Watts",Finance,Computer Vision Engineer,"AWS, TensorFlow, R",Mid,Contract,"Kyliehaven, UY",117119-152032,2025-04-19,Startup,"FastAPI, KDB+",117119.0,152032.0,134575.5
1247,"Bauer, Hayden and Reynolds",Healthcare,NLP Engineer,"NumPy, Excel, GCP, CUDA, AWS",Entry,Full-time,"Matthewland, FI",98470-180907,2024-02-27,Large,"Scikit-learn, PyTorch",98470.0,180907.0,139688.5
1248,Williams-Hamilton,Tech,AI Researcher,"PyTorch, Keras, R, SQL, Reinforcement Learning, Excel",Entry,Internship,"West Sierra, LT",120633-178318,2024-01-12,Mid,FastAPI,120633.0,178318.0,149475.5
1249,Walters LLC,Healthcare,Quant Researcher,"SQL, Excel, Flask, Scikit-learn",Senior,Contract,"Lake Rodneyfort, BF",95461-193480,2024-08-23,Startup,BigQuery,95461.0,193480.0,144470.5
1250,"Davis, Hanson and Gaines",Automotive,AI Researcher,"Flask, Keras, TensorFlow, CUDA, C++",Mid,Contract,"Lake Phyllisburgh, MY",102123-122063,2023-10-04,Mid,"TensorFlow, FastAPI, BigQuery",102123.0,122063.0,112093.0
1251,"Garcia, Smith and James",Automotive,ML Engineer,"NumPy, Pandas, SQL, GCP, FastAPI",Mid,Full-time,"Lake Gregoryshire, CD",111473-178933,2024-01-15,Mid,"MLflow, LangChain",111473.0,178933.0,145203.0
1252,Williams PLC,Retail,Data Analyst,"SQL, Power BI, Excel, Reinforcement Learning",Entry,Contract,"Vanessafurt, TG",128138-226109,2025-06-29,Large,"FastAPI, KDB+",128138.0,226109.0,177123.5
1253,Powell Ltd,Automotive,Computer Vision Engineer,"NumPy, CUDA, TensorFlow, Pandas, Hugging Face, PyTorch",Senior,Remote,"New Donaldmouth, BG",97139-170282,2024-02-26,Mid,"Scikit-learn, KDB+, LangChain",97139.0,170282.0,133710.5
1254,Bell-Miles,Tech,Computer Vision Engineer,"R, Excel, NumPy, CUDA, Azure, TensorFlow",Senior,Internship,"East Heather, MX",137454-165905,2025-04-15,Mid,Scikit-learn,137454.0,165905.0,151679.5
1255,Cohen-Gardner,Education,AI Product Manager,"SQL, MLflow, Keras",Mid,Remote,"Bairdmouth, BF",42730-121043,2024-07-08,Large,MLflow,42730.0,121043.0,81886.5
1256,"Smith, Shepherd and Dawson",Education,NLP Engineer,"Keras, FastAPI, Flask",Senior,Remote,"East Matthew, KW",121082-204983,2025-07-10,Startup,MLflow,121082.0,204983.0,163032.5
1257,Dennis-West,Automotive,AI Researcher,"LangChain, SQL, Hugging Face",Mid,Remote,"West Carolberg, KW",94437-128266,2025-08-20,Mid,MLflow,94437.0,128266.0,111351.5
1258,"Cortez, Kirby and Harris",Finance,Computer Vision Engineer,"TensorFlow, Excel, NumPy, Reinforcement Learning, MLflow, Power BI",Senior,Remote,"North George, LC",67907-106672,2024-03-31,Startup,BigQuery,67907.0,106672.0,87289.5
1259,Martin and Sons,Automotive,Data Scientist,"Hugging Face, Pandas, Scikit-learn, Flask",Entry,Internship,"Mitchelltown, GE",95122-188498,2025-04-01,Mid,KDB+,95122.0,188498.0,141810.0
1260,Jones-Romero,Education,Quant Researcher,"AWS, Scikit-learn, TensorFlow, FastAPI, Power BI, Azure",Senior,Full-time,"Coxstad, PE",141020-194689,2024-07-20,Mid,PyTorch,141020.0,194689.0,167854.5
1261,"Mercer, Robinson and Rhodes",E-commerce,Data Scientist,"LangChain, FastAPI, R",Senior,Full-time,"Jacksonborough, BH",133090-175529,2025-04-22,Large,MLflow,133090.0,175529.0,154309.5
1262,White-Gomez,Education,Data Analyst,"TensorFlow, SQL, Reinforcement Learning, AWS, PyTorch, Python",Senior,Contract,"Carlaton, BR",96867-163829,2025-07-24,Large,"PyTorch, TensorFlow",96867.0,163829.0,130348.0
1263,Morgan-Phillips,E-commerce,Data Analyst,"Scikit-learn, Reinforcement Learning, NumPy, MLflow, Flask, Hugging Face",Entry,Full-time,"Rodriguezchester, SK",133145-195186,2025-03-18,Mid,FastAPI,133145.0,195186.0,164165.5
1264,Bailey-York,Education,AI Researcher,"FastAPI, Azure, NumPy, GCP, Flask",Mid,Internship,"Brittanymouth, ME",44966-73083,2024-11-05,Large,FastAPI,44966.0,73083.0,59024.5
1265,Rodriguez-Walters,Healthcare,AI Product Manager,"Flask, TensorFlow, Python, R, Azure, SQL",Senior,Full-time,"Travistown, PS",113803-173152,2024-01-18,Mid,"PyTorch, Scikit-learn, KDB+",113803.0,173152.0,143477.5
1266,Ortiz PLC,E-commerce,AI Researcher,"Keras, GCP, Scikit-learn, MLflow, NumPy",Entry,Full-time,"Rochastad, BB",96732-192601,2025-02-20,Large,"LangChain, PyTorch",96732.0,192601.0,144666.5
1267,Green-Moore,Retail,Data Analyst,"R, NumPy, PyTorch",Senior,Full-time,"East Valerieville, KE",137258-223013,2024-01-09,Startup,PyTorch,137258.0,223013.0,180135.5
1268,"Underwood, Scott and Norris",Education,Data Scientist,"NumPy, Pandas, LangChain, MLflow, TensorFlow, R",Senior,Remote,"Davisville, GQ",129628-217643,2024-12-19,Mid,"BigQuery, TensorFlow, MLflow",129628.0,217643.0,173635.5
1269,Gonzalez-Gordon,Education,Data Scientist,"MLflow, LangChain, Power BI, CUDA, SQL, TensorFlow",Senior,Full-time,"Jodyville, BA",98960-171179,2025-02-18,Large,"Scikit-learn, LangChain",98960.0,171179.0,135069.5
1270,Gilmore Group,Tech,Quant Researcher,"Scikit-learn, R, Power BI",Mid,Full-time,"North William, FJ",98270-193839,2024-06-05,Large,"PyTorch, LangChain, BigQuery",98270.0,193839.0,146054.5
1271,Scott-Jones,Education,Data Scientist,"Keras, NumPy, Reinforcement Learning, Scikit-learn, Azure, Pandas",Mid,Internship,"Haneyview, KR",112886-206291,2025-03-28,Large,"PyTorch, BigQuery",112886.0,206291.0,159588.5
1272,Johnson-Peters,Tech,NLP Engineer,"LangChain, GCP, NumPy, Python, R",Entry,Contract,"North Daniel, AZ",74842-147593,2025-04-18,Startup,LangChain,74842.0,147593.0,111217.5
1273,"Black, Baker and Sanchez",Healthcare,AI Researcher,"FastAPI, Flask, Power BI, Reinforcement Learning, PyTorch",Entry,Full-time,"West Josebury, IS",132532-204945,2024-01-19,Startup,MLflow,132532.0,204945.0,168738.5
1274,Durham Ltd,Education,Data Analyst,"SQL, MLflow, Keras, TensorFlow, NumPy, Reinforcement Learning",Entry,Contract,"Lake Marychester, CU",85034-163334,2025-09-05,Startup,"KDB+, MLflow",85034.0,163334.0,124184.0
1275,Lee LLC,Healthcare,AI Researcher,"AWS, NumPy, TensorFlow, Hugging Face, CUDA, Power BI",Senior,Full-time,"South Feliciafurt, SA",69810-147152,2024-01-02,Mid,"PyTorch, FastAPI, Scikit-learn",69810.0,147152.0,108481.0
1276,Lindsey LLC,Automotive,AI Product Manager,"AWS, Flask, C++, GCP, Hugging Face",Senior,Contract,"West Lauren, FM",123414-145432,2025-01-31,Startup,"FastAPI, TensorFlow",123414.0,145432.0,134423.0
1277,"Miller, Garcia and Juarez",Automotive,AI Researcher,"Reinforcement Learning, TensorFlow, Flask, Excel, GCP",Senior,Remote,"Port Kevin, TV",142118-211573,2025-02-10,Mid,"Scikit-learn, LangChain, FastAPI",142118.0,211573.0,176845.5
1278,Matthews and Sons,Retail,NLP Engineer,"TensorFlow, Hugging Face, MLflow, GCP, PyTorch",Senior,Internship,"Port Crystal, SN",93048-182709,2024-09-10,Large,"FastAPI, TensorFlow",93048.0,182709.0,137878.5
1279,Cannon-Phelps,Retail,Quant Researcher,"FastAPI, Scikit-learn, LangChain",Entry,Full-time,"Lake Danielle, IE",143586-192237,2024-10-23,Startup,"FastAPI, MLflow",143586.0,192237.0,167911.5
1280,Anderson PLC,Automotive,NLP Engineer,"R, FastAPI, TensorFlow",Entry,Internship,"Sandovalberg, BY",130633-195258,2025-02-20,Mid,Scikit-learn,130633.0,195258.0,162945.5
1281,Brady and Sons,E-commerce,ML Engineer,"Excel, R, Pandas",Entry,Remote,"Stewartfort, AM",47496-67158,2024-05-30,Large,"FastAPI, PyTorch",47496.0,67158.0,57327.0
1282,Johnson Inc,Finance,Quant Researcher,"PyTorch, CUDA, TensorFlow, FastAPI, Keras",Senior,Full-time,"West Jason, CU",98888-179005,2023-10-19,Startup,Scikit-learn,98888.0,179005.0,138946.5
1283,"Gonzalez, Burnett and Alexander",Automotive,Data Analyst,"Reinforcement Learning, Hugging Face, CUDA, PyTorch",Mid,Remote,"North Paulburgh, BF",68341-101863,2025-01-10,Startup,"BigQuery, PyTorch",68341.0,101863.0,85102.0
1284,Morris-Lee,Retail,NLP Engineer,"Reinforcement Learning, TensorFlow, Pandas, Keras, Python, PyTorch",Mid,Internship,"West Eric, ZA",53719-90956,2024-03-28,Startup,Scikit-learn,53719.0,90956.0,72337.5
1285,Baxter and Sons,Healthcare,Data Scientist,"Pandas, Reinforcement Learning, FastAPI, Power BI",Senior,Contract,"West Carolynside, TN",85034-137565,2024-02-06,Startup,FastAPI,85034.0,137565.0,111299.5
1286,"King, Hatfield and Small",Automotive,ML Engineer,"Reinforcement Learning, TensorFlow, Hugging Face, SQL, C++, LangChain",Senior,Remote,"Wheelerview, BZ",78685-174178,2025-03-26,Startup,KDB+,78685.0,174178.0,126431.5
1287,"Bailey, Chavez and Green",Tech,Data Scientist,"R, Scikit-learn, LangChain, Flask",Entry,Full-time,"East Marcus, TH",125195-148007,2025-04-28,Large,"BigQuery, TensorFlow",125195.0,148007.0,136601.0
1288,"Daniels, Lambert and Porter",E-commerce,Data Analyst,"LangChain, C++, Power BI",Entry,Full-time,"Tylerberg, CU",59356-113740,2025-03-03,Large,LangChain,59356.0,113740.0,86548.0
1289,Casey Ltd,E-commerce,ML Engineer,"NumPy, SQL, Flask, Python",Entry,Full-time,"Priceland, TL",98434-136560,2025-03-18,Startup,TensorFlow,98434.0,136560.0,117497.0
1290,"Williams, Robinson and Scott",Tech,ML Engineer,"Excel, Scikit-learn, AWS, Flask, LangChain",Mid,Remote,"Parkborough, BI",114993-167476,2024-08-30,Startup,TensorFlow,114993.0,167476.0,141234.5
1291,Palmer Group,Finance,Data Scientist,"Excel, Pandas, SQL, R, Azure",Senior,Remote,"Port Amyberg, CD",44859-105193,2024-01-22,Large,BigQuery,44859.0,105193.0,75026.0
1292,Brooks Group,Healthcare,AI Researcher,"Pandas, GCP, Power BI, Hugging Face, Reinforcement Learning, CUDA",Senior,Internship,"New Jerome, CY",112082-168256,2024-12-27,Startup,"Scikit-learn, TensorFlow",112082.0,168256.0,140169.0
1293,"Martinez, Nelson and Hernandez",Education,Data Analyst,"PyTorch, Python, AWS, Reinforcement Learning, FastAPI, CUDA",Senior,Remote,"Port Justin, RW",74410-152948,2024-09-22,Startup,"KDB+, PyTorch, FastAPI",74410.0,152948.0,113679.0
1294,Sanchez Ltd,Retail,Quant Researcher,"Scikit-learn, PyTorch, Python",Entry,Contract,"North Nicoleland, AF",86695-101255,2024-06-27,Mid,Scikit-learn,86695.0,101255.0,93975.0
1295,Riley Ltd,Retail,Data Scientist,"LangChain, Power BI, Python",Mid,Internship,"Williamside, ST",133790-219591,2025-07-11,Startup,"MLflow, PyTorch",133790.0,219591.0,176690.5
1296,Hunter Inc,Tech,AI Researcher,"NumPy, PyTorch, Excel",Mid,Remote,"Lindabury, HN",52444-92373,2023-10-26,Large,KDB+,52444.0,92373.0,72408.5
1297,"Day, Jones and Castillo",Finance,Quant Researcher,"Scikit-learn, PyTorch, Reinforcement Learning, Flask, FastAPI, MLflow",Mid,Internship,"North Carolfurt, MM",123880-187230,2025-05-25,Mid,"MLflow, KDB+",123880.0,187230.0,155555.0
1298,"Tran, Williams and Ochoa",Automotive,NLP Engineer,"CUDA, Pandas, Scikit-learn",Mid,Full-time,"Lake Micheal, SC",146084-231984,2024-10-11,Large,"MLflow, KDB+",146084.0,231984.0,189034.0
1299,"Deleon, Fuller and Hall",Healthcare,Computer Vision Engineer,"NumPy, PyTorch, SQL, TensorFlow",Entry,Contract,"Parrishburgh, OM",56481-84513,2025-05-16,Mid,MLflow,56481.0,84513.0,70497.0
1300,"Pierce, White and Poole",Retail,NLP Engineer,"Reinforcement Learning, Pandas, Azure, SQL, C++",Senior,Full-time,"Port John, LU",57340-68602,2024-07-08,Startup,"TensorFlow, Scikit-learn",57340.0,68602.0,62971.0
1301,Johnson LLC,Finance,NLP Engineer,"FastAPI, LangChain, Python, AWS, R, TensorFlow",Senior,Full-time,"Zacharyberg, PG",118381-202353,2025-09-18,Startup,MLflow,118381.0,202353.0,160367.0
1302,Tucker LLC,Education,NLP Engineer,"AWS, Power BI, Pandas, TensorFlow",Mid,Full-time,"East Justin, FJ",119065-138839,2024-04-07,Large,"MLflow, BigQuery, FastAPI",119065.0,138839.0,128952.0
1303,"Washington, Kirby and Kennedy",Healthcare,AI Product Manager,"Hugging Face, LangChain, Flask, AWS",Entry,Remote,"Lake Bryan, CD",137144-230874,2025-07-17,Large,"FastAPI, LangChain, MLflow",137144.0,230874.0,184009.0
